month,product_group_id,product_group_name,market_revenue,revenue_amazon
2025-11-01,4,Laundry Machines,7515688448.0,549807040.0
2025-12-01,4,Laundry Machines,7160685568.0,532203872.0
2025-01-01,5,Dish Cleaning Machines,1545913472.0,218796016.0
2025-02-01,5,Dish Cleaning Machines,1212593792.0,198360992.0
2025-03-01,5,Dish Cleaning Machines,1754549376.0,215221408.0
2025-04-01,5,Dish Cleaning Machines,1534325248.0,220423808.0
2025-05-01,5,Dish Cleaning Machines,1576726144.0,209107280.0
2025-06-01,5,Dish Cleaning Machines,1426765696.0,184060000.0
2025-07-01,5,Dish Cleaning Machines,1448048640.0,225089488.0
2025-08-01,5,Dish Cleaning Machines,1550658304.0,207405056.0
2025-09-01,5,Dish Cleaning Machines,1441639552.0,191017792.0
2025-10-01,5,Dish Cleaning Machines,1551698176.0,206457344.0
2025-11-01,5,Dish Cleaning Machines,1556109568.0,184217472.0
2025-12-01,5,Dish Cleaning Machines,1523533952.0,182641520.0
2025-01-01,6,Microwave Cookers,1679847808.0,242829952.0
2025-02-01,6,Microwave Cookers,1701676160.0,221207920.0
2025-03-01,6,Microwave Cookers,1766033792.0,214338048.0
2025-04-01,6,Microwave Cookers,1589561984.0,226591472.0
2025-05-01,6,Microwave Cookers,1695124608.0,221064528.0
2025-06-01,6,Microwave Cookers,1544276608.0,206528832.0
2025-07-01,6,Microwave Cookers,1521682688.0,172005408.0
2025-08-01,6,Microwave Cookers,1428352384.0,200032992.0
2025-09-01,6,Microwave Cookers,1345188480.0,190186768.0
2025-10-01,6,Microwave Cookers,1274572800.0,178204432.0
2025-11-01,6,Microwave Cookers,1346624640.0,179089408.0
2025-12-01,6,Microwave Cookers,1338802688.0,205895984.0
2025-01-01,7,Kitchen Ventilation Systems,1000000000.0,111510048.0
2025-02-01,7,Kitchen Ventilation Systems,1000000000.0,110885568.0
2025-03-01,7,Kitchen Ventilation Systems,1000000000.0,110326168.0
2025-04-01,7,Kitchen Ventilation Systems,1000000000.0,111306152.0
2025-05-01,7,Kitchen Ventilation Systems,1000000000.0,110660896.0
2025-06-01,7,Kitchen Ventilation Systems,1000000000.0,108430736.0
2025-07-01,7,Kitchen Ventilation Systems,1000000000.0,103827192.0
2025-08-01,7,Kitchen Ventilation Systems,1000000000.0,105673608.0
2025-09-01,7,Kitchen Ventilation Systems,1000000000.0,108055832.0
2025-10-01,7,Kitchen Ventilation Systems,1000000000.0,110887064.0
2025-11-01,7,Kitchen Ventilation Systems,1000000000.0,114250664.0
2025-12-01,7,Kitchen Ventilation Systems,1000000000.0,112533456.0
2025-01-01,8,Integrated Stovetops,1538960768.0,135698912.0
2025-02-01,8,Integrated Stovetops,1476685824.0,145417344.0
2025-03-01,8,Integrated Stovetops,1489487744.0,133544040.0
2025-04-01,8,Integrated Stovetops,1367419008.0,129912104.0
2025-05-01,8,Integrated Stovetops,1447575680.0,121227736.0
2025-06-01,8,Integrated Stovetops,1389270144.0,113029232.0
2025-07-01,8,Integrated Stovetops,1515508224.0,132165288.0
2025-08-01,8,Integrated Stovetops,1574498944.0,146963920.0
2025-09-01,8,Integrated Stovetops,1559321728.0,147626272.0
2025-10-01,8,Integrated Stovetops,1599228288.0,150881552.0
2025-11-01,8,Integrated Stovetops,1485939840.0,135442256.0
2025-12-01,8,Integrated Stovetops,1641687424.0,153579440.0
2025-01-01,9,Cooking Appliances,1737717888.0,156180192.0
2025-02-01,9,Cooking Appliances,1515708544.0,150560176.0
2025-03-01,9,Cooking Appliances,1784263296.0,166853456.0
2025-04-01,9,Cooking Appliances,1324293120.0,128680152.0
2025-05-01,9,Cooking Appliances,1386061824.0,114379552.0
2025-06-01,9,Cooking Appliances,1380097024.0,135292416.0
2025-07-01,9,Cooking Appliances,1681591296.0,139270384.0
2025-08-01,9,Cooking Appliances,1433916032.0,143354288.0
2025-09-01,9,Cooking Appliances,1510912256.0,137615152.0
2025-10-01,9,Cooking Appliances,1494889216.0,152291216.0
2025-11-01,9,Cooking Appliances,1382732416.0,133703216.0
2025-12-01,9,Cooking Appliances,1589394816.0,133524064.0
2025-01-01,10,Baking Ovens,1681577600.0,179894512.0
2025-02-01,10,Baking Ovens,1617689216.0,157827104.0
2025-03-01,10,Baking Ovens,1097700224.0,121726768.0
2025-04-01,10,Baking Ovens,1239936128.0,131256752.0
2025-05-01,10,Baking Ovens,1376250240.0,143692928.0
2025-06-01,10,Baking Ovens,1631882624.0,170723264.0
2025-07-01,10,Baking Ovens,1814088960.0,175215344.0
2025-08-01,10,Baking Ovens,1825852672.0,174339712.0
2025-09-01,10,Baking Ovens,1747206528.0,154728400.0
2025-10-01,10,Baking Ovens,1554427264.0,157590176.0
2025-11-01,10,Baking Ovens,1663984896.0,186630160.0
2025-12-01,10,Baking Ovens,1426437376.0,140717072.0
2025-01-01,11,Climate Control Units,1000000000.0,122015200.0
2025-02-01,11,Climate Control Units,1000000000.0,145457984.0
2025-03-01,11,Climate Control Units,1000000000.0,142803024.0
2025-04-01,11,Climate Control Units,1000000000.0,141631776.0
2025-05-01,11,Climate Control Units,1000000000.0,146366688.0
2025-06-01,11,Climate Control Units,1000000000.0,147149680.0
2025-07-01,11,Climate Control Units,1000000000.0,150711984.0
2025-08-01,11,Climate Control Units,1000000000.0,150393488.0
2025-09-01,11,Climate Control Units,1000000000.0,141506944.0
2025-10-01,11,Climate Control Units,1000000000.0,144288576.0
2025-11-01,11,Climate Control Units,1000000000.0,138806256.0
2025-12-01,11,Climate Control Units,1000000000.0,142886768.0
2025-01-01,13,Digital Tablets,3456835584.0,402406848.0
2025-02-01,13,Digital Tablets,3518497536.0,474768736.0
2025-03-01,13,Digital Tablets,3354632448.0,422499328.0
2025-04-01,13,Digital Tablets,3208027392.0,427333568.0
2025-05-01,13,Digital Tablets,3049876480.0,430293664.0
2025-06-01,13,Digital Tablets,2753719296.0,417396224.0
2025-07-01,13,Digital Tablets,2880142848.0,356401984.0
2025-08-01,13,Digital Tablets,2881879296.0,411484416.0
2025-09-01,13,Digital Tablets,2819417600.0,421597056.0
2025-10-01,13,Digital Tablets,3113934336.0,437714176.0
2025-11-01,13,Digital Tablets,2671491072.0,422685248.0
2025-12-01,13,Digital Tablets,2721363456.0,446110528.0
2025-01-01,14,Display Screens,1704579200.0,595843392.0
2025-02-01,14,Display Screens,1465752576.0,477683488.0
2025-03-01,14,Display Screens,1400107648.0,591700672.0
2025-04-01,14,Display Screens,1487846912.0,524814816.0
2025-05-01,14,Display Screens,1619147392.0,577982656.0
2025-06-01,14,Display Screens,1456318976.0,541039040.0
2025-07-01,14,Display Screens,1657321728.0,610180800.0
2025-08-01,14,Display Screens,1529268864.0,611163072.0
2025-09-01,14,Display Screens,1478904448.0,613575296.0
2025-10-01,14,Display Screens,1363763712.0,437365568.0
2025-11-01,14,Display Screens,1448302464.0,463086464.0
2025-12-01,14,Display Screens,1404498688.0,544646336.0
2025-01-01,15,Mobile Phones & Refurbished Devices,37872906240.0,2315229184.0
2025-02-01,15,Mobile Phones & Refurbished Devices,37827428352.0,2290540800.0
2025-03-01,15,Mobile Phones & Refurbished Devices,36383657984.0,2183716352.0
2025-04-01,15,Mobile Phones & Refurbished Devices,38856409088.0,2163364608.0
2025-05-01,15,Mobile Phones & Refurbished Devices,37291606016.0,1858673152.0
2025-06-01,15,Mobile Phones & Refurbished Devices,36726861824.0,2620727552.0
2025-07-01,15,Mobile Phones & Refurbished Devices,35346526208.0,2556947712.0
2025-08-01,15,Mobile Phones & Refurbished Devices,37573353472.0,2616648192.0
2025-09-01,15,Mobile Phones & Refurbished Devices,35216326656.0,2471597568.0
2025-10-01,15,Mobile Phones & Refurbished Devices,39272329216.0,2640040448.0
2025-11-01,15,Mobile Phones & Refurbished Devices,41823174656.0,2454130432.0
2025-12-01,15,Mobile Phones & Refurbished Devices,34286405632.0,2605170176.0
2025-01-01,16,Flat-Screen TVs,12574516224.0,956743744.0
2025-02-01,16,Flat-Screen TVs,12637270016.0,947994944.0
2025-03-01,16,Flat-Screen TVs,11469774848.0,1000379776.0
2025-04-01,16,Flat-Screen TVs,12086554624.0,883860416.0
2025-05-01,16,Flat-Screen TVs,11427307520.0,838866944.0
2025-06-01,16,Flat-Screen TVs,12541775872.0,1020255424.0
2025-07-01,16,Flat-Screen TVs,13539229696.0,966267328.0
2025-08-01,16,Flat-Screen TVs,13371667456.0,921973696.0
2025-09-01,16,Flat-Screen TVs,13102224384.0,1028577152.0
2025-10-01,16,Flat-Screen TVs,11295477760.0,993322560.0
2025-11-01,16,Flat-Screen TVs,11056933888.0,901000128.0
2025-12-01,16,Flat-Screen TVs,11979872256.0,984008640.0
2025-01-01,17,Floor Cleaning Devices,4749279744.0,556530816.0
2025-02-01,17,Floor Cleaning Devices,4943922176.0,709450496.0
2025-03-01,17,Floor Cleaning Devices,5274598400.0,674364096.0
2025-04-01,17,Floor Cleaning Devices,5200988160.0,730556544.0
2025-05-01,17,Floor Cleaning Devices,5339685888.0,681528128.0
2025-06-01,17,Floor Cleaning Devices,5523985408.0,830113664.0
2025-07-01,17,Floor Cleaning Devices,5671300096.0,758442176.0
2025-08-01,17,Floor Cleaning Devices,4840125952.0,728714752.0
2025-09-01,17,Floor Cleaning Devices,5210632704.0,652684288.0
2025-10-01,17,Floor Cleaning Devices,5122018304.0,686596544.0
2025-11-01,17,Floor Cleaning Devices,5175293440.0,667166592.0
2025-12-01,17,Floor Cleaning Devices,5057442816.0,676146048.0
2025-01-01,18,Fabric Care Appliances,1494492288.0,223679600.0
2025-02-01,18,Fabric Care Appliances,1377863552.0,222681152.0
2025-03-01,18,Fabric Care Appliances,1369850496.0,217985408.0
2025-04-01,18,Fabric Care Appliances,1340836864.0,223902720.0
2025-05-01,18,Fabric Care Appliances,1311872640.0,212012944.0
2025-06-01,18,Fabric Care Appliances,1368807424.0,215902192.0
2025-07-01,18,Fabric Care Appliances,1381004160.0,209722976.0
2025-08-01,18,Fabric Care Appliances,1444785408.0,220805088.0
2025-09-01,18,Fabric Care Appliances,1408664960.0,228806096.0
2025-10-01,18,Fabric Care Appliances,1439832960.0,236255456.0
2025-11-01,18,Fabric Care Appliances,1523298048.0,237152576.0
2025-12-01,18,Fabric Care Appliances,1565600256.0,235886944.0
2025-01-01,19,Electric Cookware,1000000000.0,144922528.0
2025-02-01,19,Electric Cookware,1000000000.0,153153504.0
2025-03-01,19,Electric Cookware,1000000000.0,142781360.0
2025-04-01,19,Electric Cookware,1000000000.0,148515712.0
2025-05-01,19,Electric Cookware,1000000000.0,156056096.0
2025-06-01,19,Electric Cookware,1000000000.0,140284144.0
2025-07-01,19,Electric Cookware,1000000000.0,155543872.0
2025-08-01,19,Electric Cookware,1000000000.0,150643280.0
2025-09-01,19,Electric Cookware,1000000000.0,152913408.0
2025-10-01,19,Electric Cookware,1000000000.0,147779040.0
2025-11-01,19,Electric Cookware,1000000000.0,156916096.0
2025-12-01,19,Electric Cookware,1000000000.0,154974288.0
2025-01-01,21,Smart Wearables,2472740352.0,214788576.0
2025-02-01,21,Smart Wearables,2321155072.0,213746448.0
2025-03-01,21,Smart Wearables,2238850560.0,215816000.0
2025-04-01,21,Smart Wearables,2394731008.0,196822368.0
2025-05-01,21,Smart Wearables,2440321280.0,200665376.0
2025-06-01,21,Smart Wearables,2350812928.0,191072016.0
2025-07-01,21,Smart Wearables,2424865024.0,207746912.0
2025-08-01,21,Smart Wearables,2331579136.0,184567200.0
2025-09-01,21,Smart Wearables,2465422592.0,198928560.0
2025-10-01,21,Smart Wearables,2197948928.0,179577008.0
2025-11-01,21,Smart Wearables,2370130688.0,190566048.0
2025-12-01,21,Smart Wearables,2166378752.0,173217520.0
2025-01-01,23,Hot Beverage Machines,1767300224.0,254745152.0
2025-02-01,23,Hot Beverage Machines,1730314624.0,244664064.0
2025-03-01,23,Hot Beverage Machines,1692244352.0,295725824.0
2025-04-01,23,Hot Beverage Machines,1662051840.0,312042528.0
2025-05-01,23,Hot Beverage Machines,1510302848.0,318171232.0
2025-06-01,23,Hot Beverage Machines,1576427008.0,304193216.0
2025-07-01,23,Hot Beverage Machines,1668373248.0,243003776.0
2025-08-01,23,Hot Beverage Machines,1685663488.0,286980352.0
2025-09-01,23,Hot Beverage Machines,1596348288.0,314286080.0
2025-10-01,23,Hot Beverage Machines,1401683200.0,338804064.0
2025-11-01,23,Hot Beverage Machines,1552823808.0,348648256.0
2025-12-01,23,Hot Beverage Machines,1596841984.0,338162336.0
2025-01-01,26,Kitchen Prep Appliances,1405451264.0,214694704.0
2025-02-01,26,Kitchen Prep Appliances,1419489792.0,236953184.0
2025-03-01,26,Kitchen Prep Appliances,1435920384.0,232872688.0
2025-04-01,26,Kitchen Prep Appliances,1520584448.0,246371456.0
2025-05-01,26,Kitchen Prep Appliances,1549320320.0,225563024.0
2025-06-01,26,Kitchen Prep Appliances,1582677632.0,237954032.0
2025-07-01,26,Kitchen Prep Appliances,1631776000.0,221237424.0
2025-08-01,26,Kitchen Prep Appliances,1595649280.0,235010256.0
2025-09-01,26,Kitchen Prep Appliances,1346979584.0,219959264.0
2025-10-01,26,Kitchen Prep Appliances,1577135744.0,238353632.0
2025-11-01,26,Kitchen Prep Appliances,1480709632.0,226404656.0
2025-12-01,26,Kitchen Prep Appliances,1552194176.0,230005680.0
2025-01-01,27,Electric Razors,1000000000.0,257276336.0
2025-02-01,27,Electric Razors,1000000000.0,246155744.0
2025-03-01,27,Electric Razors,1000000000.0,252927456.0
2025-04-01,27,Electric Razors,1000000000.0,247391600.0
2025-05-01,27,Electric Razors,1000000000.0,230395824.0
2025-06-01,27,Electric Razors,1000000000.0,234918064.0
2025-07-01,27,Electric Razors,1000000000.0,236842544.0
2025-08-01,27,Electric Razors,1000000000.0,252147616.0
2025-09-01,27,Electric Razors,1000000000.0,256068528.0
2025-10-01,27,Electric Razors,1000000000.0,248264368.0
2025-11-01,27,Electric Razors,1000000000.0,257759344.0
2025-12-01,27,Electric Razors,1000000000.0,257904336.0
2025-01-01,29,All-in-One Printers & Printers,1000000000.0,223308560.0
2025-02-01,29,All-in-One Printers & Printers,1000000000.0,212468992.0
2025-03-01,29,All-in-One Printers & Printers,1000000000.0,207230368.0
2025-04-01,29,All-in-One Printers & Printers,1000000000.0,213695920.0
2025-05-01,29,All-in-One Printers & Printers,1000000000.0,217592304.0
2025-06-01,29,All-in-One Printers & Printers,1000000000.0,214145392.0
2025-07-01,29,All-in-One Printers & Printers,1000000000.0,198657472.0
2025-08-01,29,All-in-One Printers & Printers,1000000000.0,212123232.0
2025-09-01,29,All-in-One Printers & Printers,1000000000.0,196940560.0
2025-10-01,29,All-in-One Printers & Printers,1000000000.0,202977488.0
2025-11-01,29,All-in-One Printers & Printers,1000000000.0,213660768.0
2025-12-01,29,All-in-One Printers & Printers,1000000000.0,213940512.0
2025-01-01,30,Electric Kettles & Heaters,1000000000.0,130066248.0
2025-02-01,30,Electric Kettles & Heaters,1000000000.0,129870040.0
2025-03-01,30,Electric Kettles & Heaters,1000000000.0,129524976.0
2025-04-01,30,Electric Kettles & Heaters,1000000000.0,135120976.0
2025-05-01,30,Electric Kettles & Heaters,1000000000.0,129855560.0
2025-06-01,30,Electric Kettles & Heaters,1000000000.0,133458216.0
2025-07-01,30,Electric Kettles & Heaters,1000000000.0,137309440.0
2025-08-01,30,Electric Kettles & Heaters,1000000000.0,136150096.0
2025-09-01,30,Electric Kettles & Heaters,1000000000.0,127545448.0
2025-10-01,30,Electric Kettles & Heaters,1000000000.0,129246912.0
2025-11-01,30,Electric Kettles & Heaters,1000000000.0,127478360.0
2025-12-01,30,Electric Kettles & Heaters,1000000000.0,127120592.0
2025-01-01,34,Sandwich Makers & Grills,1000000000.0,152853280.0
2025-02-01,34,Sandwich Makers & Grills,1000000000.0,144855248.0
2025-03-01,34,Sandwich Makers & Grills,1000000000.0,165551792.0
2025-04-01,34,Sandwich Makers & Grills,1000000000.0,149890784.0
2025-05-01,34,Sandwich Makers & Grills,1000000000.0,161139392.0
2025-06-01,34,Sandwich Makers & Grills,1000000000.0,144433728.0
2025-07-01,34,Sandwich Makers & Grills,1000000000.0,144993984.0
2025-08-01,34,Sandwich Makers & Grills,1000000000.0,161117696.0
2025-09-01,34,Sandwich Makers & Grills,1000000000.0,148076096.0
2025-10-01,34,Sandwich Makers & Grills,1000000000.0,149724992.0
2025-11-01,34,Sandwich Makers & Grills,1000000000.0,149205008.0
2025-12-01,34,Sandwich Makers & Grills,1000000000.0,169433104.0
2025-01-01,36,Mice & Keyboards,1331749504.0,442736192.0
2025-02-01,36,Mice & Keyboards,1378982016.0,430334080.0
2025-03-01,36,Mice & Keyboards,1349466368.0,438897504.0
2025-04-01,36,Mice & Keyboards,1387101312.0,442150496.0
2025-05-01,36,Mice & Keyboards,1356177664.0,434626816.0
2025-06-01,36,Mice & Keyboards,1532914816.0,411467904.0
2025-07-01,36,Mice & Keyboards,1418336000.0,406119040.0
2025-08-01,36,Mice & Keyboards,1383522688.0,401264128.0
2025-09-01,36,Mice & Keyboards,1578052736.0,364899936.0
2025-10-01,36,Mice & Keyboards,1364688512.0,404481984.0
2025-11-01,36,Mice & Keyboards,1387366400.0,408627744.0
2025-12-01,36,Mice & Keyboards,1860994688.0,509913600.0
2025-01-01,39,Desktop Computers,1608582784.0,382624512.0
2025-02-01,39,Desktop Computers,1335472000.0,474358624.0
2025-03-01,39,Desktop Computers,1507894016.0,431595968.0
2025-04-01,39,Desktop Computers,1335931264.0,420216736.0
2025-05-01,39,Desktop Computers,1515015808.0,481219936.0
2025-06-01,39,Desktop Computers,1473688064.0,437617056.0
2025-07-01,39,Desktop Computers,1518703616.0,470184032.0
2025-08-01,39,Desktop Computers,1262104960.0,395034816.0
2025-09-01,39,Desktop Computers,1277426816.0,417888064.0
2025-10-01,39,Desktop Computers,1659711872.0,483779552.0
2025-11-01,39,Desktop Computers,1614408576.0,494014272.0
2025-12-01,39,Desktop Computers,1249272320.0,398997664.0
2025-01-01,40,Audio Headsets,3397966336.0,534142560.0
2025-02-01,40,Audio Headsets,2741098496.0,416445216.0
2025-03-01,40,Audio Headsets,3872784640.0,493776736.0
2025-04-01,40,Audio Headsets,4045093376.0,481421184.0
2025-05-01,40,Audio Headsets,3443688960.0,497769920.0
2025-06-01,40,Audio Headsets,4068155136.0,503053920.0
2025-07-01,40,Audio Headsets,3848699392.0,528861280.0
2025-08-01,40,Audio Headsets,3793989632.0,454562848.0
2025-09-01,40,Audio Headsets,3869785600.0,414312864.0
2025-10-01,40,Audio Headsets,3421370624.0,424425984.0
2025-11-01,40,Audio Headsets,3450087424.0,400484288.0
2025-12-01,40,Audio Headsets,3772825600.0,449950912.0
2025-01-01,43,Communication Gadgets,1444777984.0,379503680.0
2025-02-01,43,Communication Gadgets,1513020800.0,361780256.0
2025-03-01,43,Communication Gadgets,1521731712.0,330601792.0
2025-04-01,43,Communication Gadgets,1453696640.0,324437632.0
2025-05-01,43,Communication Gadgets,1539870720.0,377039040.0
2025-06-01,43,Communication Gadgets,1454376704.0,356663744.0
2025-07-01,43,Communication Gadgets,1620817664.0,387728768.0
2025-08-01,43,Communication Gadgets,1531129216.0,406603520.0
2025-09-01,43,Communication Gadgets,1468643840.0,336148064.0
2025-10-01,43,Communication Gadgets,1565458816.0,373667520.0
2025-11-01,43,Communication Gadgets,1531540096.0,373681568.0
2025-12-01,43,Communication Gadgets,1531236992.0,407485696.0
